ocid,releases/0/id,releases/0/contracts/0/id,releases/0/contracts/0/implementation/milestones/0/id,releases/0/contracts/0/implementation/milestones/0/type,releases/0/contracts/0/implementation/milestones/0/dateMet,releases/0/contracts/0/implementation/milestones/0/code,releases/0/contracts/0/implementation/milestones/0/title
ocds-hu01ve-7884635,ocds-hu01ve-7884635-01,1903759,1903759-1,delivery,2021-07-31T12:00:00Z,1,1
ocds-hu01ve-7884635,ocds-hu01ve-7884635-01,1903708,1903708-1,delivery,2021-07-31T12:00:00Z,1,1
ocds-hu01ve-7884635,ocds-hu01ve-7884635-01,1903708,1903708-2,delivery,2022-01-31T12:00:00Z,2,2
ocds-hu01ve-7917258,ocds-hu01ve-7917258-01,1836000,1836000-1,delivery,2021-06-30T12:00:00Z,1,1
ocds-hu01ve-7911774,ocds-hu01ve-7911774-01,1884410,1884410-1,delivery,2021-02-05T12:00:00Z,1,ANTICIPAZIONE 20%
ocds-hu01ve-7911774,ocds-hu01ve-7911774-01,1884410,1884410-2,delivery,2021-04-06T12:00:00Z,2,SAL N. 1
ocds-hu01ve-7972954,ocds-hu01ve-7972954-01,1938801,1938801-2,delivery,2022-02-14T12:00:00Z,2,
ocds-hu01ve-7972954,ocds-hu01ve-7972954-01,1938801,1938801-1,delivery,2021-10-29T12:00:00Z,1,
ocds-hu01ve-7915995,ocds-hu01ve-7915995-01,1844498,1844498-3,delivery,2021-06-10T12:00:00Z,3,SAL N.3
ocds-hu01ve-7915995,ocds-hu01ve-7915995-01,1844498,1844498-5,delivery,2021-10-10T12:00:00Z,5,SAL N.5
ocds-hu01ve-7915995,ocds-hu01ve-7915995-01,1844498,1844498-4,delivery,2021-08-10T12:00:00Z,4,SAL N.4
ocds-hu01ve-7915995,ocds-hu01ve-7915995-01,1844498,1844498-1,delivery,2021-02-10T12:00:00Z,1,SAL N.1
ocds-hu01ve-7915995,ocds-hu01ve-7915995-01,1844498,1844498-2,delivery,2021-04-10T12:00:00Z,2,SAL N.2
ocds-hu01ve-7911934,ocds-hu01ve-7911934-01,1912562,1912562-1,delivery,2020-12-31T12:00:00Z,1,
ocds-hu01ve-7908392,ocds-hu01ve-7908392-01,1896044,1896044-1,delivery,2021-12-31T12:00:00Z,1,FINE 2021
ocds-hu01ve-7921972,ocds-hu01ve-7921972-01,1962396,1962396-3,delivery,2021-07-12T12:00:00Z,3,
ocds-hu01ve-7921972,ocds-hu01ve-7921972-01,1962396,1962396-5,delivery,2021-07-12T12:00:00Z,5,
ocds-hu01ve-7921972,ocds-hu01ve-7921972-01,1962396,1962396-10,delivery,2021-06-11T12:00:00Z,10,
ocds-hu01ve-7921972,ocds-hu01ve-7921972-01,1962396,1962396-7,delivery,2021-07-12T12:00:00Z,7,
ocds-hu01ve-7921972,ocds-hu01ve-7921972-01,1962396,1962396-2,delivery,2021-07-12T12:00:00Z,2,
ocds-hu01ve-7921972,ocds-hu01ve-7921972-01,1962396,1962396-1,delivery,2021-06-30T12:00:00Z,1,
ocds-hu01ve-7921972,ocds-hu01ve-7921972-01,1962396,1962396-4,delivery,2021-07-12T12:00:00Z,4,
ocds-hu01ve-7921972,ocds-hu01ve-7921972-01,1962396,1962396-8,delivery,2021-04-15T12:00:00Z,8,
ocds-hu01ve-7921972,ocds-hu01ve-7921972-01,1962396,1962396-9,delivery,2021-05-11T12:00:00Z,9,
ocds-hu01ve-7921972,ocds-hu01ve-7921972-01,1962396,1962396-6,delivery,2021-07-12T12:00:00Z,6,
ocds-hu01ve-7815405,ocds-hu01ve-7815405-01,1856478,1856478-1,delivery,2021-08-09T12:00:00Z,1,
ocds-hu01ve-7815405,ocds-hu01ve-7815405-01,1856478,1856478-4,delivery,2021-12-30T12:00:00Z,4,
ocds-hu01ve-7815405,ocds-hu01ve-7815405-01,1856478,1856478-2,delivery,2021-10-08T12:00:00Z,2,
ocds-hu01ve-7815405,ocds-hu01ve-7815405-01,1856478,1856478-3,delivery,2021-11-29T12:00:00Z,3,
ocds-hu01ve-7912687,ocds-hu01ve-7912687-01,1854441,1854441-1,delivery,2021-10-25T12:00:00Z,1,I STATO DI AVANZAMENTO ALLA DATA DEL 30.10.2021
ocds-hu01ve-7900890,ocds-hu01ve-7900890-01,2007072,2007072-1,delivery,2022-01-31T12:00:00Z,1,STATO DI AVANZAMENTO N. 1 DEI LAVORI ESEGUITI A TUTTO IL 31/01/2022
ocds-hu01ve-7852636,ocds-hu01ve-7852636-01,2121171,2121171-2,delivery,2021-09-30T12:00:00Z,2,SAL N.2
ocds-hu01ve-7852636,ocds-hu01ve-7852636-01,2121171,2121171-1,delivery,2021-05-25T12:00:00Z,1,SAL N.1
ocds-hu01ve-7852636,ocds-hu01ve-7852636-01,2121171,2121171-3,delivery,2021-12-31T12:00:00Z,3,SAL N. 3
ocds-hu01ve-7958714,ocds-hu01ve-7958714-01,2107386,2107386-1,delivery,2021-12-31T12:00:00Z,1,
ocds-hu01ve-7958714,ocds-hu01ve-7958714-01,2107386,2107386-2,delivery,2020-12-31T12:00:00Z,2,
ocds-hu01ve-7912089,ocds-hu01ve-7912089-01,1820716,1820716-1,delivery,2021-02-01T12:00:00Z,1,1
ocds-hu01ve-7892628,ocds-hu01ve-7892628-01,1903657,1903657-10,delivery,2022-01-31T12:00:00Z,10,
ocds-hu01ve-7892628,ocds-hu01ve-7892628-01,1903657,1903657-7,delivery,2021-10-31T12:00:00Z,7,
ocds-hu01ve-7892628,ocds-hu01ve-7892628-01,1903657,1903657-6,delivery,2021-09-30T12:00:00Z,6,
ocds-hu01ve-7892628,ocds-hu01ve-7892628-01,1903657,1903657-11,delivery,2022-02-28T12:00:00Z,11,
ocds-hu01ve-7892628,ocds-hu01ve-7892628-01,1903657,1903657-8,delivery,2021-11-30T12:00:00Z,8,
ocds-hu01ve-7892628,ocds-hu01ve-7892628-01,1903657,1903657-3,delivery,2021-06-30T12:00:00Z,3,
ocds-hu01ve-7892628,ocds-hu01ve-7892628-01,1903657,1903657-2,delivery,2021-05-31T12:00:00Z,2,
ocds-hu01ve-7892628,ocds-hu01ve-7892628-01,1903657,1903657-1,delivery,2021-04-30T12:00:00Z,1,
ocds-hu01ve-7892628,ocds-hu01ve-7892628-01,1903657,1903657-9,delivery,2021-12-31T12:00:00Z,9,
ocds-hu01ve-7892628,ocds-hu01ve-7892628-01,1903657,1903657-5,delivery,2021-08-31T12:00:00Z,5,
ocds-hu01ve-7892628,ocds-hu01ve-7892628-01,1903657,1903657-4,delivery,2021-07-31T12:00:00Z,4,
ocds-hu01ve-7888760,ocds-hu01ve-7888760-01,1868161,1868161-3,delivery,2021-12-14T12:00:00Z,3,
ocds-hu01ve-7888760,ocds-hu01ve-7888760-01,1868161,1868161-2,delivery,2021-07-13T12:00:00Z,2,
ocds-hu01ve-7888760,ocds-hu01ve-7888760-01,1868161,1868161-1,delivery,2021-07-13T12:00:00Z,1,
ocds-hu01ve-7922103,ocds-hu01ve-7922103-01,2025727,2025727-1,delivery,2021-08-27T12:00:00Z,1,
ocds-hu01ve-7904293,ocds-hu01ve-7904293-01,1798573,1798573-1,delivery,2020-10-13T12:00:00Z,1,
ocds-hu01ve-7910480,ocds-hu01ve-7910480-01,1838586,1838586-3,delivery,2021-11-30T12:00:00Z,3,"LAVORI DI ADEGUAMENTO SISMICO DEL COLLEGIO DI AGRARIA SITO IN VIA ROMANA, PERUGIA. CUPRNH43H196000000002 - CIG 8472718414. APPROVAZIONE CONTABILITÀ SAL III"
ocds-hu01ve-7910480,ocds-hu01ve-7910480-01,1838586,1838586-2,delivery,2021-09-28T12:00:00Z,2,"LAVORI DI ADEGUAMENTO SISMICO DEL COLLEGIO DI AGRARIA SITO IN VIA ROMANA, PERUGIA. CUP H43H196000000002 - CIG 8472718414. APPROVAZIONE CONTABILITÀ SAL II"
ocds-hu01ve-7910480,ocds-hu01ve-7910480-01,1838586,1838586-1,delivery,2021-06-23T12:00:00Z,1,"LAVORI DI ADEGUAMENTO SISMICO DEL COLLEGIO DI AGRARIA SITO IN VIA ROMANA, PERUGIA. CUP H93H16000000002 CIG 8472718414. APPROVAZIONE I STATO AVANZAMENTO"
ocds-hu01ve-7892561,ocds-hu01ve-7892561-01,2109215,2109215-1,delivery,2020-12-10T12:00:00Z,1,SAL1
ocds-hu01ve-7892561,ocds-hu01ve-7892561-01,2109215,2109215-4,delivery,2021-11-26T12:00:00Z,4,SAL4
ocds-hu01ve-7892561,ocds-hu01ve-7892561-01,2109215,2109215-2,delivery,2021-06-15T12:00:00Z,2,SAL2
ocds-hu01ve-7892561,ocds-hu01ve-7892561-01,2109215,2109215-3,delivery,2021-08-02T12:00:00Z,3,SAL3
ocds-hu01ve-7920824,ocds-hu01ve-7920824-01,2118362,2118362-1,delivery,2022-02-28T12:00:00Z,1,SAL 1 PER LAVORI AL 28/02/2022
ocds-hu01ve-7870809,ocds-hu01ve-7870809-01,1918320,1918320-3,delivery,2021-12-09T12:00:00Z,3,STATO DI AVANZAMENTO LAVORI N. 2
ocds-hu01ve-7870809,ocds-hu01ve-7870809-01,1918320,1918320-1,delivery,2021-10-08T12:00:00Z,1,STATO DI AVANZAMENTO LAVORI N. 1
ocds-hu01ve-7870809,ocds-hu01ve-7870809-01,1918320,1918320-2,delivery,2021-07-16T12:00:00Z,2,APPROVAZIONE ANTICIPAZIONE
ocds-hu01ve-7906563,ocds-hu01ve-7906563-01,1975354,1975354-1,delivery,2021-05-30T12:00:00Z,1,I SEMESTRE CONTRATTUALE
ocds-hu01ve-7913747,ocds-hu01ve-7913747-01,1835730,1835730-2,delivery,2021-06-24T12:00:00Z,2,STATO DI AVANZAMENTO N.2
ocds-hu01ve-7913747,ocds-hu01ve-7913747-01,1835730,1835730-1,delivery,2021-03-26T12:00:00Z,1,STATO DI AVANZAMENTO N.1
ocds-hu01ve-7913747,ocds-hu01ve-7913747-01,1835730,1835730-3,delivery,2021-08-10T12:00:00Z,3,STATO DI AVANZAMENTO N.3
ocds-hu01ve-7920084,ocds-hu01ve-7920084-01,1875120,1875120-1,delivery,2021-12-23T12:00:00Z,1,AVANZAMENTO N. 1
ocds-hu01ve-7918556,ocds-hu01ve-7918556-01,1814192,1814192-14,delivery,2021-07-26T12:00:00Z,14,FORNITURA 6032012640 ENERGIA ELETTRICA N.821000225305  - CONSUMO GIUGNO 2021 - SCAD.23/08/21
ocds-hu01ve-7918556,ocds-hu01ve-7918556-01,1814192,1814192-36,delivery,2022-02-21T12:00:00Z,36,FORNITURA 6032012640 ENERGIA ELETTRICA - FT.822000013496 - CONSUMO NOVEMBRE-DICEMBRE 2021 - SCAD.28/02/22
ocds-hu01ve-7918556,ocds-hu01ve-7918556-01,1814192,1814192-18,delivery,2021-09-09T12:00:00Z,18,FORNITURA 6032012640 ENERGIA ELETTRICA - FT.821000285353 - CONSUMO APRILE-LUGLIO 2021 - SCAD.06/10/2021
ocds-hu01ve-7918556,ocds-hu01ve-7918556-01,1814192,1814192-13,delivery,2021-07-12T12:00:00Z,13,FORNITURA N.6032012640  ENERGIA ELETTRICA FT. 821000219175 - CONSUMO GIUGNO 2021 - SCAD. 06/08/2021
ocds-hu01ve-7918556,ocds-hu01ve-7918556-01,1814192,1814192-37,delivery,2022-03-21T12:00:00Z,37,FORNITURA 6032012640 ENERGIA ELETTRICA - FT.822000056510 - CONSUMO OTTOBRE-NOVEMBRE 2021 - SCAD.30/03/22
ocds-hu01ve-7918556,ocds-hu01ve-7918556-01,1814192,1814192-11,delivery,2021-04-15T12:00:00Z,11,FORNITURA N.6032012640 ENERGIA ELETTRICA -FT.NR.821000105356-CONSUMO MARZO 2021-SCAD.10/05/2021
ocds-hu01ve-7918556,ocds-hu01ve-7918556-01,1814192,1814192-7,delivery,2021-03-03T12:00:00Z,7,FORNITURA N.6032012640 ENERGIA ELETTRICA -FT.NR.821000057159-CONSUMO GENNAIO 2021-SCAD.26/03/2021
ocds-hu01ve-7918556,ocds-hu01ve-7918556-01,1814192,1814192-21,delivery,2021-10-14T12:00:00Z,21,FORNITURA 6032012640 ENERGIA ELETTRICA FT.821000317743 - CONSUMO SETTEMBRE 2021 - SCAD.10/11/2021
ocds-hu01ve-7918556,ocds-hu01ve-7918556-01,1814192,1814192-32,delivery,2022-01-18T12:00:00Z,32,FORNITURA 6036881933 ENERGIA ELETTRICA - FT. 821000410780 - CONSUMO OTTOBRE NOVEMBRE 2021 - SCAD.26/01/2022
ocds-hu01ve-7918556,ocds-hu01ve-7918556-01,1814192,1814192-4,delivery,2021-08-31T12:00:00Z,4,FORNITURA 6032012640 ENERGIA ELETTRICA FT.821000282459 - CONSUMO 01/01/2021-31/07/2021 - SCAD.29/09/2021
ocds-hu01ve-7918556,ocds-hu01ve-7918556-01,1814192,1814192-29,delivery,2022-02-08T12:00:00Z,29,FORNITURA 6032012640 ENERGIA ELETTRICA - FT.822000003402 - CONSUMO DICEMBRE 2021 - SCAD.17/02/2022
ocds-hu01ve-7918556,ocds-hu01ve-7918556-01,1814192,1814192-8,delivery,2021-03-03T12:00:00Z,8,FORNITURA N.6032012640 ENERGIA ELETTRICA - FT.NR.821000066606- CONSUMO GENNAIO 2021- SCAD.26/03/2021
ocds-hu01ve-7918556,ocds-hu01ve-7918556-01,1814192,1814192-25,delivery,2021-07-05T12:00:00Z,25,FORNITURA N.6032012640 ENERGIA ELETTRICA FT.NR.821000198599- CONSUMO DAL 1 MARZO 2021 AL 31 MAGGIO 2021- SCAD.28/07/2021
ocds-hu01ve-7918556,ocds-hu01ve-7918556-01,1814192,1814192-30,delivery,2021-11-29T12:00:00Z,30,FORNITURA 6032012640 ENERGIA ELETTRICA - FT.821000356663 E 821000357093 - CONSUMO OTTOBRE 2021 - SCAD.09/12/2021
ocds-hu01ve-7918556,ocds-hu01ve-7918556-01,1814192,1814192-17,delivery,2021-09-01T12:00:00Z,17,FORNITURA 6032012640 ENERGIA ELETTRICA FT.821000283948 - CONSUMO 17 LUGLIO-31 LUGLIO 2021 - SCAD.30/09/2021
ocds-hu01ve-7918556,ocds-hu01ve-7918556-01,1814192,1814192-10,delivery,2021-04-08T12:00:00Z,10,FORNITURA N.6032012640 ENERGIA ELETTRICA-FT.NR.821000105020-CONSUMO FEBBRAIO 2021- SCAD.07/05/2021
ocds-hu01ve-7918556,ocds-hu01ve-7918556-01,1814192,1814192-1,delivery,2021-07-05T12:00:00Z,1,FORNITURA N.6032012640 ENERGIA ELETTRICA FT.NR.821000217582- CONSUMO DAL 1 MARZO 2021 A 31 MAGGIO 2021- SCAD.29/07/2021
ocds-hu01ve-7918556,ocds-hu01ve-7918556-01,1814192,1814192-16,delivery,2021-08-18T12:00:00Z,16,FORNITURA 6032012640 ENERGIA ELETTRICA - FT.821000253761 - CONSUMO LUGLIO 2021 - SCAD.6/09/2021
ocds-hu01ve-7918556,ocds-hu01ve-7918556-01,1814192,1814192-31,delivery,2021-12-14T12:00:00Z,31,FORNITURA 6036870753 ENERGIA ELETTRICA - FT 821000383459 - COMSUMO OTTOBRE 2021 - SCAD. 30/12/21
ocds-hu01ve-7918556,ocds-hu01ve-7918556-01,1814192,1814192-35,delivery,2022-02-24T12:00:00Z,35,FORNITURA 6032012640 ENERGIA ELETTRICA - FT.822000028985 - CONSUMO DICEMBRE 2021 - SCAD.07/03/2022
ocds-hu01ve-7918556,ocds-hu01ve-7918556-01,1814192,1814192-19,delivery,2021-10-05T12:00:00Z,19,FORNITURA 6032012640 ENERGIA ELETTRICA - FT.821000307082 - CONSUMO GIUGNO-AGOSTO 2021 - SCAD.28/10/2021
ocds-hu01ve-7918556,ocds-hu01ve-7918556-01,1814192,1814192-33,delivery,2021-12-15T12:00:00Z,33,FORNITURA 6032012640 ENERGIA ELETTRICA - FT.821000386503 - CONSUMO OTTOBRE-NOVEMBRE 2021 - SCAD.10/01/2022
ocds-hu01ve-7918556,ocds-hu01ve-7918556-01,1814192,1814192-15,delivery,2021-08-02T12:00:00Z,15,FORNITURA 6032012640 ENERGIA ELETTRICA - FT.821000241139 - CONSUMO MAGGIO-GIUGNO 2021 - SCAD.26/08/21
ocds-hu01ve-7918556,ocds-hu01ve-7918556-01,1814192,1814192-2,delivery,2021-06-07T12:00:00Z,2,FORNITURA N.6032012640 ENERGIA ELETTRICA FT.NR.821000173443- CONSUMO APRILE 2021- SCAD.28/06/2021
ocds-hu01ve-7918556,ocds-hu01ve-7918556-01,1814192,1814192-12,delivery,2021-05-03T12:00:00Z,12,FORNITURA N.6032012640 ENERGIA ELETTRICA- FT.NR.821000110593-CONSUMO MARZO 2021- SCAD.27/05/2021
ocds-hu01ve-7918556,ocds-hu01ve-7918556-01,1814192,1814192-28,delivery,2021-11-03T12:00:00Z,28,FORNITURA 6032012640 ENERGIA ELETTRICA - FT.821000334863 - CONSUMO DAL 30/06/21 AL 30/09/21 - SCAD.27/10/2021
ocds-hu01ve-7918556,ocds-hu01ve-7918556-01,1814192,1814192-23,delivery,2021-05-13T12:00:00Z,23,FORNITURA N.6032012640 ENERGIA ELETTRICA- FT.NR.821000141798- CONSUMO APRILE 2021- SCAD.07/06/2021
ocds-hu01ve-7918556,ocds-hu01ve-7918556-01,1814192,1814192-6,delivery,2021-03-16T12:00:00Z,6,FORNITURA N.6032012640 ENERGIA ELETTRICA-FT.NR.821000069201-CONSUMO FEBBRAIO 2021-SCAD.06/04/2021
ocds-hu01ve-7918556,ocds-hu01ve-7918556-01,1814192,1814192-24,delivery,2021-06-11T12:00:00Z,24,FORNITURA N.6032012640 ENERGIA ELETTRICA FT.NR.821000177494- CONSUMO MAGGIO 2021- SCAD.08/07/2021
ocds-hu01ve-7918556,ocds-hu01ve-7918556-01,1814192,1814192-9,delivery,2021-03-31T12:00:00Z,9,FORNITURA N.6032012640 ENERGIA ELETTRICA - FT.NR.821000098963-CONSUMO FEBBRAIO 2021- SCAD.28/04/2021
ocds-hu01ve-7918556,ocds-hu01ve-7918556-01,1814192,1814192-34,delivery,2022-02-14T12:00:00Z,34,FORNITURA 6032012640 ENERGIA ELETTRICA - FT.822000004678 - CONSUMO DICEMBRE 2021 - SCAD.23/02/2022
ocds-hu01ve-7918556,ocds-hu01ve-7918556-01,1814192,1814192-20,delivery,2021-10-14T12:00:00Z,20,FORNITURA 6032012640 ENERGIA ELETTRICA FT.821000316702 - CONSUMO SETTEMBRE 2021 - SCAD.08/11/2021
ocds-hu01ve-7918556,ocds-hu01ve-7918556-01,1814192,1814192-3,delivery,2021-09-09T12:00:00Z,3,FORNITURA 6032012640 ENERGIA ELETTRICA - FT.821000286593 - CONSUMO AGOSTO 2021 - SCAD.07/10/2021
ocds-hu01ve-7918556,ocds-hu01ve-7918556-01,1814192,1814192-26,delivery,2021-12-02T12:00:00Z,26,FORNITURA 6032012640 ENERGIA ELETTRICA - FT.821000358055 - CONSUMO OTTOBRE 2021 - SCAD.10/12/2021
ocds-hu01ve-7918556,ocds-hu01ve-7918556-01,1814192,1814192-27,delivery,2021-10-21T12:00:00Z,27,FORNITURA 6032012640 ENERGIA ELETTRICA - FT.821000328412 - CONSUMO FEBBRAIO-SETTEMBRE 2021 - SCAD.18/11/2021
ocds-hu01ve-7918556,ocds-hu01ve-7918556-01,1814192,1814192-22,delivery,2021-02-18T12:00:00Z,22,FORNITURA N.6032012640 ENERGIA ELETTRICA-FT.NR. 821000035273-CONSUMO GENNAIO 2021-SCAD.08/03/2021
ocds-hu01ve-7918556,ocds-hu01ve-7918556-01,1814192,1814192-5,delivery,2021-05-03T12:00:00Z,5,FORNITURA N.6032012640 ENERGIA ELETTRICA- FT.NR.821000139615-CONSUMO MARZO 2021- SCAD.28/05/2021
ocds-hu01ve-7906555,ocds-hu01ve-7906555-01,1975344,1975344-1,delivery,2021-05-30T12:00:00Z,1,I SEMESTRE CONTRATTUALE
ocds-hu01ve-7898823,ocds-hu01ve-7898823-01,1967547,1967547-2,delivery,2021-06-09T12:00:00Z,2,
ocds-hu01ve-7898823,ocds-hu01ve-7898823-01,1967547,1967547-1,delivery,2021-02-09T12:00:00Z,1,
ocds-hu01ve-7898823,ocds-hu01ve-7898823-01,1967547,1967547-3,delivery,2021-10-09T12:00:00Z,3,
ocds-hu01ve-8015297,ocds-hu01ve-8015297-01,1968470,1968470-1,delivery,2020-12-18T12:00:00Z,1,SA_SAL N.1 AL 18.12.2020
ocds-hu01ve-7914295,ocds-hu01ve-7914295-01,1811163,1811163-1,delivery,2021-04-30T12:00:00Z,1,
ocds-hu01ve-7914295,ocds-hu01ve-7914295-01,1811163,1811163-2,delivery,2021-10-31T12:00:00Z,2,
ocds-hu01ve-7786088,ocds-hu01ve-7786088-01,1915379,1915379-2,delivery,2021-10-08T12:00:00Z,2,SAL 2
ocds-hu01ve-7786088,ocds-hu01ve-7786088-01,1915379,1915379-1,delivery,2021-08-05T12:00:00Z,1,SAL 1
ocds-hu01ve-7786088,ocds-hu01ve-7786088-01,1915379,1915379-3,delivery,2021-12-31T12:00:00Z,3,SAL 3
ocds-hu01ve-7884386,ocds-hu01ve-7884386-01,1868422,1868422-1,delivery,2021-04-30T12:00:00Z,1,
ocds-hu01ve-8047340,ocds-hu01ve-8047340-01,1887632,1887632-1,delivery,2021-03-31T12:00:00Z,1,N.1 A TUTTO IL 31/03/2021
ocds-hu01ve-8047340,ocds-hu01ve-8047340-01,1887632,1887632-2,delivery,2021-10-31T12:00:00Z,2,N.2 A TUTTO IL 31/10/2021 (IN PARTITA PROVVISORIA)
ocds-hu01ve-7923453,ocds-hu01ve-7923453-01,1857106,1857106-1,delivery,2021-09-28T12:00:00Z,1,1 SAL
ocds-hu01ve-7871670,ocds-hu01ve-7871670-01,1863447,1863447-4,delivery,2021-12-17T12:00:00Z,4,SAL 3
ocds-hu01ve-7871670,ocds-hu01ve-7871670-01,1863447,1863447-2,delivery,2021-06-24T12:00:00Z,2,SAL 1
ocds-hu01ve-7871670,ocds-hu01ve-7871670-01,1863447,1863447-1,delivery,2021-04-06T12:00:00Z,1,ANTICIPAZIONE
ocds-hu01ve-7871670,ocds-hu01ve-7871670-01,1863447,1863447-3,delivery,2021-10-08T12:00:00Z,3,SAL 2
ocds-hu01ve-7862331,ocds-hu01ve-7862331-01,1884337,1884337-1,delivery,2021-07-29T12:00:00Z,1,CANONI
ocds-hu01ve-7862331,ocds-hu01ve-7862331-01,1884337,1884337-4,delivery,2021-08-06T12:00:00Z,4,CANONI
ocds-hu01ve-7862331,ocds-hu01ve-7862331-01,1884337,1884337-5,delivery,2021-08-31T12:00:00Z,5,CANONI
ocds-hu01ve-7862331,ocds-hu01ve-7862331-01,1884337,1884337-2,delivery,2021-07-29T12:00:00Z,2,CANONI
ocds-hu01ve-7862331,ocds-hu01ve-7862331-01,1884337,1884337-6,delivery,2021-11-11T12:00:00Z,6,CANONI
ocds-hu01ve-7862331,ocds-hu01ve-7862331-01,1884337,1884337-3,delivery,2021-08-05T12:00:00Z,3,CANONI
ocds-hu01ve-7862331,ocds-hu01ve-7862331-01,1884337,1884337-7,delivery,2022-03-08T12:00:00Z,7,CANONI
ocds-hu01ve-7923489,ocds-hu01ve-7923489-01,1833330,1833330-1,delivery,2021-02-15T12:00:00Z,1,
ocds-hu01ve-7923489,ocds-hu01ve-7923489-01,1833330,1833330-4,delivery,2021-05-06T12:00:00Z,4,
ocds-hu01ve-7923489,ocds-hu01ve-7923489-01,1833330,1833330-3,delivery,2021-04-08T12:00:00Z,3,
ocds-hu01ve-7923489,ocds-hu01ve-7923489-01,1833330,1833330-2,delivery,2021-03-09T12:00:00Z,2,
ocds-hu01ve-7899618,ocds-hu01ve-7899618-01,1803285,1803285-2,delivery,2021-10-21T12:00:00Z,2,"LOTTO N. 5 - ELENCO AUSILI DI SERIE ELENCO 2B DELL'ALLEGATO 5 DEL NUOVO NOMENCLATORE TARIFFARIO (DPCM 12 GENNAIO 2017), PRIMA TRANCHE - VASSILLI SRL "
ocds-hu01ve-7899618,ocds-hu01ve-7899618-01,1803285,1803285-1,delivery,2021-04-21T12:00:00Z,1,"LOTTO 5 - AUSILI DI SERIE ELENCO 2B DELL'ALLEGATO 5 DEL NUOVO NOMENCLATORE TARIFFARIO (DPCM 12 GENNAIO 2017), PRIMA TRANCHE - VASSILLI SRL"
ocds-hu01ve-7604918,ocds-hu01ve-7604918-01,1940664,1940664-1,delivery,2021-01-06T12:00:00Z,1,STATO DI AVANZAMENTO 1
ocds-hu01ve-7895980,ocds-hu01ve-7895980-01,1978179,1978179-1,delivery,2022-01-25T12:00:00Z,1,STATO AVANZAMENTO LAVORI N. 1
ocds-hu01ve-7894953,ocds-hu01ve-7894953-01,1807655,1807655-3,delivery,2021-01-11T12:00:00Z,3,3
ocds-hu01ve-7894953,ocds-hu01ve-7894953-01,1807655,1807655-7,delivery,2021-05-09T12:00:00Z,7,7
ocds-hu01ve-7894953,ocds-hu01ve-7894953-01,1807655,1807655-6,delivery,2021-04-09T12:00:00Z,6,6
ocds-hu01ve-7894953,ocds-hu01ve-7894953-01,1807655,1807655-1,delivery,2020-11-12T12:00:00Z,1,1
ocds-hu01ve-7894953,ocds-hu01ve-7894953-01,1807655,1807655-8,delivery,2021-06-08T12:00:00Z,8,8
ocds-hu01ve-7894953,ocds-hu01ve-7894953-01,1807655,1807655-5,delivery,2021-03-11T12:00:00Z,5,5
ocds-hu01ve-7894953,ocds-hu01ve-7894953-01,1807655,1807655-9,delivery,2021-06-18T12:00:00Z,9,9
ocds-hu01ve-7894953,ocds-hu01ve-7894953-01,1807655,1807655-4,delivery,2021-02-11T12:00:00Z,4,4
ocds-hu01ve-7894953,ocds-hu01ve-7894953-01,1807655,1807655-2,delivery,2020-12-11T12:00:00Z,2,2
ocds-hu01ve-7898925,ocds-hu01ve-7898925-01,1923183,1923183-3,delivery,2022-01-31T12:00:00Z,3,SAL 3
ocds-hu01ve-7898925,ocds-hu01ve-7898925-01,1923183,1923183-2,delivery,2021-10-20T12:00:00Z,2,SAL 2
ocds-hu01ve-7898925,ocds-hu01ve-7898925-01,1923183,1923183-1,delivery,2021-07-22T12:00:00Z,1,SAL 1
ocds-hu01ve-7906931,ocds-hu01ve-7906931-01,1981640,1981640-1,delivery,2021-05-27T12:00:00Z,1,PERIODO 09/11/2020-30/05/2021
ocds-hu01ve-7906510,ocds-hu01ve-7906510-01,2029960,2029960-1,delivery,2020-12-31T12:00:00Z,1,MONITORAGGIO DAL 01/10/2020 AL 31/12/2020
ocds-hu01ve-7902003,ocds-hu01ve-7902003-01,1915048,1915048-2,delivery,2022-01-31T12:00:00Z,2,
ocds-hu01ve-7902003,ocds-hu01ve-7902003-01,1915048,1915048-1,delivery,2021-02-03T12:00:00Z,1,
ocds-hu01ve-7902003,ocds-hu01ve-7902003-01,1915537,1915537-1,delivery,2022-01-31T12:00:00Z,1,
ocds-hu01ve-7913487,ocds-hu01ve-7913487-01,1889953,1889953-2,delivery,2021-03-05T12:00:00Z,2,2° SAL
ocds-hu01ve-7913487,ocds-hu01ve-7913487-01,1889953,1889953-4,delivery,2021-09-27T12:00:00Z,4,
ocds-hu01ve-7913487,ocds-hu01ve-7913487-01,1889953,1889953-3,delivery,2021-08-09T12:00:00Z,3,
ocds-hu01ve-7913487,ocds-hu01ve-7913487-01,1889953,1889953-1,delivery,2021-03-05T12:00:00Z,1,1° SAL
ocds-hu01ve-7913487,ocds-hu01ve-7913487-01,1889953,1889953-6,delivery,2021-11-17T12:00:00Z,6,
ocds-hu01ve-7913487,ocds-hu01ve-7913487-01,1889953,1889953-5,delivery,2021-11-17T12:00:00Z,5,
ocds-hu01ve-7854072,ocds-hu01ve-7854072-01,1858023,1858023-7,delivery,2021-08-12T12:00:00Z,7,AVANZAMENTO N. 9
