ocid,releases/0/id,releases/0/contracts/0/id,releases/0/contracts/0/amendments/0/id,releases/0/contracts/0/amendments/0/date,releases/0/contracts/0/amendments/0/rationale
ocds-hu01ve-7909297,ocds-hu01ve-7909297-01,1866750,256695,2021-08-30T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7897503,ocds-hu01ve-7897503-01,2051720,261034,2021-09-20T12:00:00Z,MODIFICHE PREVISTE DAI DOCUMENTI DI GARA INIZIALI
ocds-hu01ve-7892796,ocds-hu01ve-7892796-01,1809748,251267,2021-07-20T12:00:00Z,SOPRAVVENUTE ESIGENZE NORMATIVE E REGOLAMENTARI
ocds-hu01ve-7921612,ocds-hu01ve-7921612-01,1848049,259872,2021-11-09T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-8047340,ocds-hu01ve-8047340-01,1887632,268561,2022-01-28T12:00:00Z,MODIFICHE PREVISTE DAI DOCUMENTI DI GARA INIZIALI
ocds-hu01ve-7905044,ocds-hu01ve-7905044-01,1832716,253745,2021-06-10T12:00:00Z,MODIFICHE PREVISTE DAI DOCUMENTI DI GARA INIZIALI
ocds-hu01ve-7913700,ocds-hu01ve-7913700-01,1850790,247743,2020-12-14T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7917203,ocds-hu01ve-7917203-01,2092675,265886,2021-07-19T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7913727,ocds-hu01ve-7913727-01,1845478,238806,2021-02-04T12:00:00Z,ALTRE MODIFICHE DI IMPORTO INFERIORE ALLA SOGLIA COMUNITARIA E AL 10% DEL VALORE CONTRATTUALE PER SERVIZI E FORNITURE O AL 15% PER LAVORI
ocds-hu01ve-7908218,ocds-hu01ve-7908218-01,1955447,249523,2021-02-17T12:00:00Z,ALTRE MODIFICHE DI IMPORTO INFERIORE ALLA SOGLIA COMUNITARIA E AL 10% DEL VALORE CONTRATTUALE PER SERVIZI E FORNITURE O AL 15% PER LAVORI
ocds-hu01ve-7894477,ocds-hu01ve-7894477-01,1965667,251992,2021-07-05T12:00:00Z,ALTRE MODIFICHE DI IMPORTO INFERIORE ALLA SOGLIA COMUNITARIA E AL 10% DEL VALORE CONTRATTUALE PER SERVIZI E FORNITURE O AL 15% PER LAVORI
ocds-hu01ve-7871670,ocds-hu01ve-7871670-01,1863447,266816,2021-12-30T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7924625,ocds-hu01ve-7924625-01,2011409,255558,2021-09-06T12:00:00Z,ALTRE MODIFICHE DI IMPORTO INFERIORE ALLA SOGLIA COMUNITARIA E AL 10% DEL VALORE CONTRATTUALE PER SERVIZI E FORNITURE O AL 15% PER LAVORI
ocds-hu01ve-7923489,ocds-hu01ve-7923489-01,1833330,245270,2021-03-30T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7919641,ocds-hu01ve-7919641-01,1818196,238722,2021-01-26T12:00:00Z,PROROGA TECNICA
ocds-hu01ve-7911876,ocds-hu01ve-7911876-01,1900378,266324,2021-09-01T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7898479,ocds-hu01ve-7898479-01,1884423,240314,2020-12-11T12:00:00Z,ALTRE MODIFICHE DI IMPORTO INFERIORE ALLA SOGLIA COMUNITARIA E AL 10% DEL VALORE CONTRATTUALE PER SERVIZI E FORNITURE O AL 15% PER LAVORI
ocds-hu01ve-7912287,ocds-hu01ve-7912287-01,1895678,265551,2021-12-17T12:00:00Z,"LAVORI, SERVIZI O FORNITURE SUPPLEMENTARI NON INCLUSI NELLU2019APPALTO INIZIALE"
ocds-hu01ve-7892779,ocds-hu01ve-7892779-01,1853582,263781,2021-06-27T12:00:00Z,MODIFICHE PREVISTE DAI DOCUMENTI DI GARA INIZIALI
ocds-hu01ve-7917482,ocds-hu01ve-7917482-01,1833285,250768,2021-06-08T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7914113,ocds-hu01ve-7914113-01,1869264,239766,2021-01-12T12:00:00Z,ALTRE MODIFICHE DI IMPORTO INFERIORE ALLA SOGLIA COMUNITARIA E AL 10% DEL VALORE CONTRATTUALE PER SERVIZI E FORNITURE O AL 15% PER LAVORI
ocds-hu01ve-7880564,ocds-hu01ve-7880564-01,1910003,244591,2021-03-16T12:00:00Z,ALTRE MODIFICHE DI IMPORTO INFERIORE ALLA SOGLIA COMUNITARIA E AL 10% DEL VALORE CONTRATTUALE PER SERVIZI E FORNITURE O AL 15% PER LAVORI
ocds-hu01ve-7894953,ocds-hu01ve-7894953-01,1807655,249766,2021-04-07T12:00:00Z,PROROGA TECNICA
ocds-hu01ve-7921263,ocds-hu01ve-7921263-01,1833984,245286,2021-03-13T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7919624,ocds-hu01ve-7919624-01,1853012,251130,2021-07-09T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7899300,ocds-hu01ve-7899300-01,1848131,239093,2021-02-04T12:00:00Z,"LAVORI, SERVIZI O FORNITURE SUPPLEMENTARI NON INCLUSI NELLU2019APPALTO INIZIALE"
ocds-hu01ve-7913828,ocds-hu01ve-7913828-01,1836828,247662,2021-05-26T12:00:00Z,"LAVORI, SERVIZI O FORNITURE SUPPLEMENTARI NON INCLUSI NELLU2019APPALTO INIZIALE"
ocds-hu01ve-7901708,ocds-hu01ve-7901708-01,1972931,269052,2021-10-12T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7890942,ocds-hu01ve-7890942-01,1941896,262188,2021-12-20T12:00:00Z,MODIFICHE PREVISTE DAI DOCUMENTI DI GARA INIZIALI
ocds-hu01ve-7982450,ocds-hu01ve-7982450-01,1895100,254538,2021-06-01T12:00:00Z,MODIFICHE PREVISTE DAI DOCUMENTI DI GARA INIZIALI
ocds-hu01ve-7901593,ocds-hu01ve-7901593-01,1923288,269355,2021-12-18T12:00:00Z,MODIFICHE PREVISTE DAI DOCUMENTI DI GARA INIZIALI
ocds-hu01ve-7919810,ocds-hu01ve-7919810-01,1859005,251447,2021-07-06T12:00:00Z,ALTRE MODIFICHE DI IMPORTO INFERIORE ALLA SOGLIA COMUNITARIA E AL 10% DEL VALORE CONTRATTUALE PER SERVIZI E FORNITURE O AL 15% PER LAVORI
ocds-hu01ve-7853835,ocds-hu01ve-7853835-01,1849006,253584,2021-06-25T12:00:00Z,"LAVORI, SERVIZI O FORNITURE SUPPLEMENTARI NON INCLUSI NELLU2019APPALTO INIZIALE"
ocds-hu01ve-7853835,ocds-hu01ve-7853835-01,1849006,246343,2020-12-22T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7871520,ocds-hu01ve-7871520-01,2101480,267191,2021-04-26T12:00:00Z,"LAVORI, SERVIZI O FORNITURE SUPPLEMENTARI NON INCLUSI NELLU2019APPALTO INIZIALE"
ocds-hu01ve-7918441,ocds-hu01ve-7918441-01,1817901,268589,2022-02-25T12:00:00Z,"LAVORI, SERVIZI O FORNITURE SUPPLEMENTARI NON INCLUSI NELLU2019APPALTO INIZIALE"
ocds-hu01ve-7896873,ocds-hu01ve-7896873-01,1968295,251855,2021-05-23T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7898783,ocds-hu01ve-7898783-01,1859166,265086,2021-07-23T12:00:00Z,ALTRE MODIFICHE DI IMPORTO INFERIORE ALLA SOGLIA COMUNITARIA E AL 10% DEL VALORE CONTRATTUALE PER SERVIZI E FORNITURE O AL 15% PER LAVORI
ocds-hu01ve-7893656,ocds-hu01ve-7893656-01,1817200,268476,2021-12-28T12:00:00Z,MODIFICHE PREVISTE DAI DOCUMENTI DI GARA INIZIALI
ocds-hu01ve-7916611,ocds-hu01ve-7916611-01,1923508,262440,2021-10-27T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7857859,ocds-hu01ve-7857859-01,1811587,253317,2021-07-02T12:00:00Z,ALTRE MODIFICHE DI IMPORTO INFERIORE ALLA SOGLIA COMUNITARIA E AL 10% DEL VALORE CONTRATTUALE PER SERVIZI E FORNITURE O AL 15% PER LAVORI
ocds-hu01ve-7904021,ocds-hu01ve-7904021-01,1830280,269947,2022-03-04T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7904021,ocds-hu01ve-7904021-01,1830280,252820,2021-08-06T12:00:00Z,MODIFICHE PREVISTE DAI DOCUMENTI DI GARA INIZIALI
ocds-hu01ve-7904021,ocds-hu01ve-7904021-01,1830280,269946,2022-03-04T12:00:00Z,"LAVORI, SERVIZI O FORNITURE SUPPLEMENTARI NON INCLUSI NELLU2019APPALTO INIZIALE"
ocds-hu01ve-7912572,ocds-hu01ve-7912572-01,1813854,247608,2021-05-27T12:00:00Z,"LAVORI, SERVIZI O FORNITURE SUPPLEMENTARI NON INCLUSI NELLU2019APPALTO INIZIALE"
ocds-hu01ve-7894596,ocds-hu01ve-7894596-01,1813901,251982,2021-07-28T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7912791,ocds-hu01ve-7912791-01,1822186,247361,2021-02-15T12:00:00Z,"LAVORI, SERVIZI O FORNITURE SUPPLEMENTARI NON INCLUSI NELLU2019APPALTO INIZIALE"
ocds-hu01ve-7912791,ocds-hu01ve-7912791-01,1822186,247362,2021-03-24T12:00:00Z,"LAVORI, SERVIZI O FORNITURE SUPPLEMENTARI NON INCLUSI NELLU2019APPALTO INIZIALE"
ocds-hu01ve-7912791,ocds-hu01ve-7912791-01,1822186,247359,2020-12-17T12:00:00Z,"LAVORI, SERVIZI O FORNITURE SUPPLEMENTARI NON INCLUSI NELLU2019APPALTO INIZIALE"
ocds-hu01ve-7912791,ocds-hu01ve-7912791-01,1822186,247364,2021-03-19T12:00:00Z,"LAVORI, SERVIZI O FORNITURE SUPPLEMENTARI NON INCLUSI NELLU2019APPALTO INIZIALE"
ocds-hu01ve-7912791,ocds-hu01ve-7912791-01,1822186,247363,2021-03-26T12:00:00Z,"LAVORI, SERVIZI O FORNITURE SUPPLEMENTARI NON INCLUSI NELLU2019APPALTO INIZIALE"
ocds-hu01ve-7912791,ocds-hu01ve-7912791-01,1822186,247360,2021-02-05T12:00:00Z,"LAVORI, SERVIZI O FORNITURE SUPPLEMENTARI NON INCLUSI NELLU2019APPALTO INIZIALE"
ocds-hu01ve-7920451,ocds-hu01ve-7920451-01,1854287,247695,2021-03-24T12:00:00Z,"LAVORI, SERVIZI O FORNITURE SUPPLEMENTARI NON INCLUSI NELLU2019APPALTO INIZIALE"
ocds-hu01ve-7910888,ocds-hu01ve-7910888-01,1938471,247758,2021-04-14T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7809208,ocds-hu01ve-7809208-01,1976872,252280,2021-06-11T12:00:00Z,"LAVORI, SERVIZI O FORNITURE SUPPLEMENTARI NON INCLUSI NELLU2019APPALTO INIZIALE"
ocds-hu01ve-7900218,ocds-hu01ve-7900218-01,1922651,248369,2021-05-13T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7895968,ocds-hu01ve-7895968-01,1894991,269415,2021-07-27T12:00:00Z,"LAVORI, SERVIZI O FORNITURE SUPPLEMENTARI NON INCLUSI NELLU2019APPALTO INIZIALE"
ocds-hu01ve-7899983,ocds-hu01ve-7899983-01,2137500,270765,2021-09-13T12:00:00Z,ALTRE MODIFICHE DI IMPORTO INFERIORE ALLA SOGLIA COMUNITARIA E AL 10% DEL VALORE CONTRATTUALE PER SERVIZI E FORNITURE O AL 15% PER LAVORI
ocds-hu01ve-7914163,ocds-hu01ve-7914163-01,2072830,269800,2021-09-28T12:00:00Z,PROROGA TECNICA
ocds-hu01ve-7864310,ocds-hu01ve-7864310-01,2140312,270984,2021-11-26T12:00:00Z,ALTRE MODIFICHE DI IMPORTO INFERIORE ALLA SOGLIA COMUNITARIA E AL 10% DEL VALORE CONTRATTUALE PER SERVIZI E FORNITURE O AL 15% PER LAVORI
ocds-hu01ve-7864310,ocds-hu01ve-7864310-01,2140312,270976,2021-06-11T12:00:00Z,"LAVORI, SERVIZI O FORNITURE SUPPLEMENTARI NON INCLUSI NELLU2019APPALTO INIZIALE"
ocds-hu01ve-7897381,ocds-hu01ve-7897381-01,1981600,265786,2021-12-29T12:00:00Z,ALTRE MODIFICHE DI IMPORTO INFERIORE ALLA SOGLIA COMUNITARIA E AL 10% DEL VALORE CONTRATTUALE PER SERVIZI E FORNITURE O AL 15% PER LAVORI
ocds-hu01ve-7908506,ocds-hu01ve-7908506-01,2113749,268214,2021-12-30T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7892816,ocds-hu01ve-7892816-01,1809765,251268,2021-07-20T12:00:00Z,SOPRAVVENUTE ESIGENZE NORMATIVE E REGOLAMENTARI
ocds-hu01ve-7929145,ocds-hu01ve-7929145-01,2054685,260712,2021-10-15T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7911657,ocds-hu01ve-7911657-01,2063617,261871,2021-10-01T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7897207,ocds-hu01ve-7897207-01,1904941,247010,2021-05-11T12:00:00Z,"LAVORI, SERVIZI O FORNITURE SUPPLEMENTARI NON INCLUSI NELLU2019APPALTO INIZIALE"
ocds-hu01ve-7897207,ocds-hu01ve-7897207-01,1904941,254580,2021-09-13T12:00:00Z,"LAVORI, SERVIZI O FORNITURE SUPPLEMENTARI NON INCLUSI NELLU2019APPALTO INIZIALE"
ocds-hu01ve-7899676,ocds-hu01ve-7899676-01,1957206,249765,2021-03-22T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7876579,ocds-hu01ve-7876579-01,1889532,240805,2020-12-16T12:00:00Z,"LAVORI, SERVIZI O FORNITURE SUPPLEMENTARI NON INCLUSI NELLU2019APPALTO INIZIALE"
ocds-hu01ve-7918918,ocds-hu01ve-7918918-01,1958430,253802,2021-07-27T12:00:00Z,MODIFICHE PREVISTE DAI DOCUMENTI DI GARA INIZIALI
ocds-hu01ve-7891659,ocds-hu01ve-7891659-01,1841865,263189,2021-12-07T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7891659,ocds-hu01ve-7891659-01,1841865,246418,2021-03-12T12:00:00Z,"LAVORI, SERVIZI O FORNITURE SUPPLEMENTARI NON INCLUSI NELLU2019APPALTO INIZIALE"
ocds-hu01ve-7904383,ocds-hu01ve-7904383-01,2038815,263511,2021-12-30T12:00:00Z,MODIFICHE PREVISTE DAI DOCUMENTI DI GARA INIZIALI
ocds-hu01ve-7911217,ocds-hu01ve-7911217-01,2143329,271398,2021-06-04T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7913585,ocds-hu01ve-7913585-01,1826246,244834,2021-04-19T12:00:00Z,"LAVORI, SERVIZI O FORNITURE SUPPLEMENTARI NON INCLUSI NELLU2019APPALTO INIZIALE"
ocds-hu01ve-7898114,ocds-hu01ve-7898114-01,1821093,234453,2020-10-30T12:00:00Z,"LAVORI, SERVIZI O FORNITURE SUPPLEMENTARI NON INCLUSI NELLU2019APPALTO INIZIALE"
ocds-hu01ve-7945436,ocds-hu01ve-7945436-01,1872521,258025,2021-10-20T12:00:00Z,"LAVORI, SERVIZI O FORNITURE SUPPLEMENTARI NON INCLUSI NELLU2019APPALTO INIZIALE"
ocds-hu01ve-7901584,ocds-hu01ve-7901584-01,1810610,249304,2021-05-25T12:00:00Z,"LAVORI, SERVIZI O FORNITURE SUPPLEMENTARI NON INCLUSI NELLU2019APPALTO INIZIALE"
ocds-hu01ve-7907894,ocds-hu01ve-7907894-01,1851860,236871,2020-11-27T12:00:00Z,MODIFICHE PREVISTE DAI DOCUMENTI DI GARA INIZIALI
ocds-hu01ve-7906082,ocds-hu01ve-7906082-01,1901241,242997,2021-03-01T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7652761,ocds-hu01ve-7652761-01,1735045,228243,2020-08-05T12:00:00Z,ALTRE MODIFICHE DI IMPORTO INFERIORE ALLA SOGLIA COMUNITARIA E AL 10% DEL VALORE CONTRATTUALE PER SERVIZI E FORNITURE O AL 15% PER LAVORI
ocds-hu01ve-7915813,ocds-hu01ve-7915813-01,2040057,262758,2021-11-09T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7920813,ocds-hu01ve-7920813-01,1874412,262824,2021-12-24T12:00:00Z,MODIFICHE PREVISTE DAI DOCUMENTI DI GARA INIZIALI
ocds-hu01ve-7804105,ocds-hu01ve-7804105-01,2064512,262247,2021-12-17T12:00:00Z,"LAVORI, SERVIZI O FORNITURE SUPPLEMENTARI NON INCLUSI NELLU2019APPALTO INIZIALE"
ocds-hu01ve-7891676,ocds-hu01ve-7891676-01,1860662,252716,2021-08-05T12:00:00Z,ALTRE MODIFICHE DI IMPORTO INFERIORE ALLA SOGLIA COMUNITARIA E AL 10% DEL VALORE CONTRATTUALE PER SERVIZI E FORNITURE O AL 15% PER LAVORI
ocds-hu01ve-7901653,ocds-hu01ve-7901653-01,2034718,258481,2021-10-04T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7914811,ocds-hu01ve-7914811-01,1921633,249131,2020-12-22T12:00:00Z,ALTRE MODIFICHE DI IMPORTO INFERIORE ALLA SOGLIA COMUNITARIA E AL 10% DEL VALORE CONTRATTUALE PER SERVIZI E FORNITURE O AL 15% PER LAVORI
ocds-hu01ve-7910710,ocds-hu01ve-7910710-01,1813862,239567,2021-02-17T12:00:00Z,ALTRE MODIFICHE DI IMPORTO INFERIORE ALLA SOGLIA COMUNITARIA E AL 10% DEL VALORE CONTRATTUALE PER SERVIZI E FORNITURE O AL 15% PER LAVORI
ocds-hu01ve-7896894,ocds-hu01ve-7896894-01,1801376,251749,2021-07-08T12:00:00Z,"LAVORI, SERVIZI O FORNITURE SUPPLEMENTARI NON INCLUSI NELLU2019APPALTO INIZIALE"
ocds-hu01ve-7907726,ocds-hu01ve-7907726-01,1918160,245282,2021-04-02T12:00:00Z,ALTRE MODIFICHE DI IMPORTO INFERIORE ALLA SOGLIA COMUNITARIA E AL 10% DEL VALORE CONTRATTUALE PER SERVIZI E FORNITURE O AL 15% PER LAVORI
ocds-hu01ve-7924959,ocds-hu01ve-7924959-01,2118734,268758,2021-10-02T12:00:00Z,ALTRE MODIFICHE DI IMPORTO INFERIORE ALLA SOGLIA COMUNITARIA E AL 10% DEL VALORE CONTRATTUALE PER SERVIZI E FORNITURE O AL 15% PER LAVORI
ocds-hu01ve-7896758,ocds-hu01ve-7896758-01,1925422,257648,2021-09-15T12:00:00Z,ALTRE MODIFICHE DI IMPORTO INFERIORE ALLA SOGLIA COMUNITARIA E AL 10% DEL VALORE CONTRATTUALE PER SERVIZI E FORNITURE O AL 15% PER LAVORI
ocds-hu01ve-7831438,ocds-hu01ve-7831438-01,1915149,253683,2021-07-29T12:00:00Z,ALTRE MODIFICHE DI IMPORTO INFERIORE ALLA SOGLIA COMUNITARIA E AL 10% DEL VALORE CONTRATTUALE PER SERVIZI E FORNITURE O AL 15% PER LAVORI
ocds-hu01ve-7914374,ocds-hu01ve-7914374-01,1846101,269194,2022-02-18T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7910086,ocds-hu01ve-7910086-01,1864677,268401,2021-05-04T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7913557,ocds-hu01ve-7913557-01,1823601,252821,2021-05-31T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7913557,ocds-hu01ve-7913557-01,1823601,257792,2021-10-01T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7915155,ocds-hu01ve-7915155-01,2057487,261072,2021-09-06T12:00:00Z,ALTRE MODIFICHE DI IMPORTO INFERIORE ALLA SOGLIA COMUNITARIA E AL 10% DEL VALORE CONTRATTUALE PER SERVIZI E FORNITURE O AL 15% PER LAVORI
ocds-hu01ve-7902174,ocds-hu01ve-7902174-01,2073192,263053,2021-06-24T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7824918,ocds-hu01ve-7824918-01,1891859,256832,2021-07-12T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7924519,ocds-hu01ve-7924519-01,1851460,253024,2021-06-14T12:00:00Z,ALTRE MODIFICHE DI IMPORTO INFERIORE ALLA SOGLIA COMUNITARIA E AL 10% DEL VALORE CONTRATTUALE PER SERVIZI E FORNITURE O AL 15% PER LAVORI
ocds-hu01ve-7927812,ocds-hu01ve-7927812-01,2070701,263799,2021-04-13T12:00:00Z,ALTRE MODIFICHE DI IMPORTO INFERIORE ALLA SOGLIA COMUNITARIA E AL 10% DEL VALORE CONTRATTUALE PER SERVIZI E FORNITURE O AL 15% PER LAVORI
ocds-hu01ve-7908792,ocds-hu01ve-7908792-01,2079878,265024,2021-03-29T12:00:00Z,"LAVORI, SERVIZI O FORNITURE SUPPLEMENTARI NON INCLUSI NELLU2019APPALTO INIZIALE"
ocds-hu01ve-7920049,ocds-hu01ve-7920049-01,1928651,258769,2021-06-24T12:00:00Z,"LAVORI, SERVIZI O FORNITURE SUPPLEMENTARI NON INCLUSI NELLU2019APPALTO INIZIALE"
ocds-hu01ve-7919392,ocds-hu01ve-7919392-01,2034018,258379,2020-12-18T12:00:00Z,MIGLIORAMENTO O MIGLIORE FUNZIONALITA' DELLE PRESTAZIONI
ocds-hu01ve-7919392,ocds-hu01ve-7919392-01,2034018,258380,2020-12-11T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7901334,ocds-hu01ve-7901334-01,1935271,247231,2021-01-21T12:00:00Z,"LAVORI, SERVIZI O FORNITURE SUPPLEMENTARI NON INCLUSI NELLU2019APPALTO INIZIALE"
ocds-hu01ve-8017719,ocds-hu01ve-8017719-01,1864684,247887,2021-05-28T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7914796,ocds-hu01ve-7914796-01,2069245,262604,2021-08-16T12:00:00Z,"LAVORI, SERVIZI O FORNITURE SUPPLEMENTARI NON INCLUSI NELLU2019APPALTO INIZIALE"
ocds-hu01ve-7911073,ocds-hu01ve-7911073-01,1864784,250482,2021-07-02T12:00:00Z,MODIFICHE PREVISTE DAI DOCUMENTI DI GARA INIZIALI
ocds-hu01ve-7910625,ocds-hu01ve-7910625-01,2134412,270218,2021-07-01T12:00:00Z,"LAVORI, SERVIZI O FORNITURE SUPPLEMENTARI NON INCLUSI NELLU2019APPALTO INIZIALE"
ocds-hu01ve-7897344,ocds-hu01ve-7897344-01,1820633,249243,2021-02-17T12:00:00Z,ALTRE MODIFICHE DI IMPORTO INFERIORE ALLA SOGLIA COMUNITARIA E AL 10% DEL VALORE CONTRATTUALE PER SERVIZI E FORNITURE O AL 15% PER LAVORI
ocds-hu01ve-7916034,ocds-hu01ve-7916034-01,1961657,255682,2020-10-31T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7890820,ocds-hu01ve-7890820-01,2051439,260491,2021-04-20T12:00:00Z,ALTRE MODIFICHE DI IMPORTO INFERIORE ALLA SOGLIA COMUNITARIA E AL 10% DEL VALORE CONTRATTUALE PER SERVIZI E FORNITURE O AL 15% PER LAVORI
ocds-hu01ve-7928978,ocds-hu01ve-7928978-01,2141076,271066,2021-01-12T12:00:00Z,"LAVORI, SERVIZI O FORNITURE SUPPLEMENTARI NON INCLUSI NELLU2019APPALTO INIZIALE"
ocds-hu01ve-7896054,ocds-hu01ve-7896054-01,1862255,259160,2021-11-03T12:00:00Z,ALTRE MODIFICHE DI IMPORTO INFERIORE ALLA SOGLIA COMUNITARIA E AL 10% DEL VALORE CONTRATTUALE PER SERVIZI E FORNITURE O AL 15% PER LAVORI
ocds-hu01ve-7896054,ocds-hu01ve-7896054-01,1862255,245685,2021-03-23T12:00:00Z,SOPRAVVENUTE ESIGENZE NORMATIVE E REGOLAMENTARI
ocds-hu01ve-7909273,ocds-hu01ve-7909273-01,1964903,252867,2021-04-20T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7911540,ocds-hu01ve-7911540-01,1885726,268391,2021-06-15T12:00:00Z,ALTRE MODIFICHE DI IMPORTO INFERIORE ALLA SOGLIA COMUNITARIA E AL 10% DEL VALORE CONTRATTUALE PER SERVIZI E FORNITURE O AL 15% PER LAVORI
ocds-hu01ve-7921049,ocds-hu01ve-7921049-01,1975516,252141,2021-08-02T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7896281,ocds-hu01ve-7896281-01,1824060,237401,2020-12-04T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7887301,ocds-hu01ve-7887301-01,1869172,243168,2021-03-22T12:00:00Z,"LAVORI, SERVIZI O FORNITURE SUPPLEMENTARI NON INCLUSI NELLU2019APPALTO INIZIALE"
ocds-hu01ve-7893288,ocds-hu01ve-7893288-01,1970305,271882,2021-06-17T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7789671,ocds-hu01ve-7789671-01,1963182,250651,2021-05-17T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7900675,ocds-hu01ve-7900675-01,1831713,260525,2021-08-13T12:00:00Z,ALTRE MODIFICHE DI IMPORTO INFERIORE ALLA SOGLIA COMUNITARIA E AL 10% DEL VALORE CONTRATTUALE PER SERVIZI E FORNITURE O AL 15% PER LAVORI
ocds-hu01ve-7927495,ocds-hu01ve-7927495-01,1904162,247766,2021-05-20T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7899440,ocds-hu01ve-7899440-01,1840834,250685,2021-07-07T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7896435,ocds-hu01ve-7896435-01,1932554,246904,2021-04-06T12:00:00Z,"LAVORI, SERVIZI O FORNITURE SUPPLEMENTARI NON INCLUSI NELLU2019APPALTO INIZIALE"
ocds-hu01ve-7910321,ocds-hu01ve-7910321-01,1929940,253268,2021-04-26T12:00:00Z,"LAVORI, SERVIZI O FORNITURE SUPPLEMENTARI NON INCLUSI NELLU2019APPALTO INIZIALE"
ocds-hu01ve-7910321,ocds-hu01ve-7910321-01,1929940,270480,2022-02-08T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7916026,ocds-hu01ve-7916026-01,1803196,254281,2021-01-17T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
