ocid,releases/0/id,releases/0/contracts/0/id,releases/0/contracts/0/items/0/id,releases/0/contracts/0/items/0/relatedLot,releases/0/contracts/0/items/0/description,releases/0/contracts/0/items/0/unit/value/amount,releases/0/contracts/0/items/0/unit/value/currency,releases/0/contracts/0/items/0/classification/id,releases/0/contracts/0/items/0/classification/description,releases/0/contracts/0/items/0/classification/scheme,releases/0/contracts/0/items/0/classification/uri
ocds-hu01ve-7899634,ocds-hu01ve-7899634-01,1845147,845995608C,845995608C,PROCEDURA DI GARA PER LA FORNITURA IN SERVICE DI 'CATETERE PER LITROTRIPSIA INTRAVASCOLARE' PER L'U.O.C. DI CARDIOLOGIA,43400,EUR,33190000-8,DISPOSITIVI E PRODOTTI MEDICI VARI,CPV,https://dati.anticorruzione.it/data/cpv/33190000-8
ocds-hu01ve-7915271,ocds-hu01ve-7915271-01,2105205,8478520809,8478520809,SERVIZIO SULLA PROTEZIONE DEI DATI DI QUESTO ISTITUTO,63000,EUR,79990000-0,SERVIZI AZIENDALI VARI,CPV,https://dati.anticorruzione.it/data/cpv/79990000-0
ocds-hu01ve-7905460,ocds-hu01ve-7905460-01,1841132,8466995150,8466995150,RIQUALIFICAZIONE ENERGETICA IN UDINE VIA ABBAZIA N. 10,212708.45,EUR,45454000-4,LAVORI DI RISTRUTTURAZIONE,CPV,https://dati.anticorruzione.it/data/cpv/45454000-4
ocds-hu01ve-7900522,ocds-hu01ve-7900522-01,2076525,8461335288,8461335288,PROVE STATICHE E COLLAUDO STATICO  INERENTI IL PROGETTO DENOMINATO ,23057.38,EUR,71312000-8,SERVIZI DI CONSULENZA IN INGEGNERIA STRUTTURALE,CPV,https://dati.anticorruzione.it/data/cpv/71312000-8
ocds-hu01ve-7895687,ocds-hu01ve-7895687-01,2058327,8455505775,8455505775,"SERVIZIO DI APERTURA/CHIUSURA,  DI GUARDIANIA, DI PRESIDIO ED ASSISTENZA AGLI EVENTI PER PRO BRIXIA PRESSO LA SEDE DI VIA EINAUDI 23 E L'UNITA' LOCALE BRIXIA FORUM DI VIA CAPRERA 5 - BRESCIA - E DI PORTIERATO E PRESIDIO PARCHEGGI PRESSO L'UNITA' LOCALE BRIXIA FORUM -  DAL 01/01/2021 AL 31/01/2023",205994.6,EUR,98341120-2,SERVIZI DI PORTINERIA,CPV,https://dati.anticorruzione.it/data/cpv/98341120-2
ocds-hu01ve-7946737,ocds-hu01ve-7946737-01,1821892,85156909B0,85156909B0,PROGETTAZIONE E VALUTAZIONE STABILITÀ D9,69160,EUR,71323200-0,SERVIZI DI PROGETTAZIONE TECNICA DI IMPIANTI,CPV,https://dati.anticorruzione.it/data/cpv/71323200-0
ocds-hu01ve-7917983,ocds-hu01ve-7917983-01,1875767,8481746E35,8481746E35,LAVORI COMPLEMENTARI PER LA MESSA IN SICUREZZA DELLA SCUOLA PRIMARIA ALICE STURIALE DI TAVARNUZZE - FIEE822402C.,48975.08,EUR,45443000-4,LAVORI DI FACCIATA,CPV,https://dati.anticorruzione.it/data/cpv/45443000-4
ocds-hu01ve-7908565,ocds-hu01ve-7908565-01,1804016,8470667789,8470667789,FORNITURA NOTEBOOK,72900,EUR,30213100-6,COMPUTER PORTATILI,CPV,https://dati.anticorruzione.it/data/cpv/30213100-6
ocds-hu01ve-7892469,ocds-hu01ve-7892469-01,1811359,845191226D,845191226D,ST-2020-15 LAVORI DI RISTRUTTURAZIONE DELLA SCUOLA SECONDARIA DI CANEVA,940000,EUR,45454000-4,LAVORI DI RISTRUTTURAZIONE,CPV,https://dati.anticorruzione.it/data/cpv/45454000-4
ocds-hu01ve-7855370,ocds-hu01ve-7855370-01,2093960,8409802427,8409802427,MANUTENZIONE ORDINARIA  IMPIANTI ANTINCENDIO IN EDIFICI SCOLASTICI DELLA CITTÀ ANNI 2020/21,177515.92,EUR,45262522-6,LAVORI EDILI,CPV,https://dati.anticorruzione.it/data/cpv/45262522-6
ocds-hu01ve-7918425,ocds-hu01ve-7918425-01,1888936,848214684E,848214684E,"ACQUISIZIONE OFFERTA, AI SENSI DELL'ART. 63, COMMA 2, LETT. B) N. 2 DEL D. LGS. 50/2016, PER LA FORNITURA, IN REGIME DI SOMMINISTRAZIONE, PER LA DURATA DI MESI 12 DI SKYRIZI OCCORRENTE ALLA ASL DI LECCE.",240000,EUR,33690000-3,MEDICINALI VARI,CPV,https://dati.anticorruzione.it/data/cpv/33690000-3
ocds-hu01ve-7915789,ocds-hu01ve-7915789-01,1879386,84790193D4,84790193D4,RECEPIMENTO GARA FARMACI 2020 - II TRANCHE - DETERMINA REGIONALE G10134 DEL 3 SETT 2020 - PER QUOTA PARTE DPC - LOTTO 230,404698.32,EUR,33680000-0,ARTICOLI DI FARMACIA,CPV,https://dati.anticorruzione.it/data/cpv/33680000-0
ocds-hu01ve-7913783,ocds-hu01ve-7913783-01,1954333,8476315C68,8476315C68,PROCEDURA NEGOZIATA EFFETTUATA TRAMITE IL MERCATO ELETTRONICO DELLA PUBBLICA AMMINISTRAZIONE (MEPA) PER L'AFFIDAMENTO DEL SERVIZIO DI PREVENZIONE GELO E SGOMBERO NEVE SU ALCUNE SS.PP. - N. 3 LOTTI RELATIVI A N. 3 ZONE DI INTERVENTO - STAGIONE INVERNALE DICEMBRE 2020/MARZO 2021 (GIORNI 90) - SETTORE  EST (LOTTO 2 - AREA DI INTERVENTO N. 5^ - PERCORSO B),66326.4,EUR,90630000-2,SERVIZI DI LOTTA CONTRO IL GELO,CPV,https://dati.anticorruzione.it/data/cpv/90630000-2
ocds-hu01ve-7889419,ocds-hu01ve-7889419-01,1830434,844826727A,844826727A,FINALIZZATA ALLA RICERCA DEL CONTRAENTE PER LA FORNITURA DI MATERIALE IGIENICO SANITARIO DESTINATO AL PERSONALE MILITARE PER L'EMERGENZA SANITARIA 'COVID-19,150189.1,EUR,33741300-9,IGIENIZZANTI PER LE MANI,CPV,https://dati.anticorruzione.it/data/cpv/33741300-9
ocds-hu01ve-7934893,ocds-hu01ve-7934893-01,1916766,8501939602,8501939602,ACCORDO QUADRO FORNITURA UNIFORMI LOTTO 2,588206.02,EUR,18410000-6,INDUMENTI SPECIALI,CPV,https://dati.anticorruzione.it/data/cpv/18410000-6
ocds-hu01ve-7887301,ocds-hu01ve-7887301-01,1869172,844584756D,844584756D,LAVORI DI TRASFORMAZIONE DEL CAMPO DA CALCIO DA SABBIA CALCAREA A ERBA ARTIFICIALE,345000,EUR,45236100-1,LAVORI DI SUPERFICIE PER IMPIANTI SPORTIVI VARI,CPV,https://dati.anticorruzione.it/data/cpv/45236100-1
ocds-hu01ve-7924237,ocds-hu01ve-7924237-01,1844854,8489264A43,8489264A43,FORNITURA DI ABBONAMENTI A PERIODICI PER LA BIBLIOTECA PROVINCIALE DR. FRIEDRICH TESSMANN,189996,EUR,22212000-9,PERIODICI,CPV,https://dati.anticorruzione.it/data/cpv/22212000-9
ocds-hu01ve-7893288,ocds-hu01ve-7893288-01,1970305,84528887D7,84528887D7,PROCEDURA NEGOZIATA IN URGENZA EX ART. 63 COMMA 2 LETT. C) PER L'AGGIUDICAZIONE DELLE ATTIVITÀ DI RIPRISTINO E CONSOLIDAMENTO CONNESSE CON L'ASSESSMENT GALLERIE NELLE COMPETENZE DELLA DIREZIONE 1^ TRONCO DI GENOVA - LOTTO N.4 -1^ATTUATIVO ,5000000,EUR,45221248-2,LAVORI DI COSTRUZIONE DI RIVESTIMENTI DI GALLERIE,CPV,https://dati.anticorruzione.it/data/cpv/45221248-2
ocds-hu01ve-8509855,ocds-hu01ve-8509855-01,2141655,9169361C0F,9169361C0F,"AQ 0464/2020 LT0526/2020 CONDUZIONE MANUTENZIONE ORDINARIA PROGRAMMATA MANUTENZIONE ORDINARIA SU ORDINATIVO, PRONTO INTERVENTO, IMPIANTI TERMICI, DI PRODUZIONE ACQUA CALDA SANITARIA NEGLI EDIFICI DI PROPRIETÀ E/O DI COMPETENZA DELL'AMMINISTRAZIONE COMUNALE INSEDIATI NEL QUARTIERE 5",263276.76,EUR,45259300-0,RIPARAZIONE E MANUTENZIONE DI CENTRALI TERMICHE,CPV,https://dati.anticorruzione.it/data/cpv/45259300-0
ocds-hu01ve-7916049,ocds-hu01ve-7916049-01,1846146,84793515CD,84793515CD,SERVIZI TECNICI CONGRESSUALI ASSEMBLEA ASSOCAMERESTERO DEL 19 NOVEMBRE 2020,7080,EUR,79950000-8,"SERVIZI DI ORGANIZZAZIONE DI MOSTRE, FIERE E CONGRESSI",CPV,https://dati.anticorruzione.it/data/cpv/79950000-8
ocds-hu01ve-7789671,ocds-hu01ve-7789671-01,1963182,83312458DC,83312458DC,LAVORI DI REALIZZAZIONE DEL DEPOSITO LIBRI A SERVIZIO DELLA BIBLIOTECA DELL,94185.56,EUR,45214400-4,LAVORI DI COSTRUZIONE DI EDIFICI UNIVERSITARI,CPV,https://dati.anticorruzione.it/data/cpv/45214400-4
ocds-hu01ve-7893520,ocds-hu01ve-7893520-01,1811949,84530762FD,84530762FD,FORNITURA DI LICENZE WEBEX E SERVIZI CORRELATI ,180000,EUR,48515000-1,PACCHETTI SOFTWARE DI VIDEOCONFERENZA,CPV,https://dati.anticorruzione.it/data/cpv/48515000-1
ocds-hu01ve-7893095,ocds-hu01ve-7893095-01,1986260,8452598886,8452598886,N. 1 SISTEMA UHPLC - HRMS QTOF PER LE ESIGENZE DELLA MEDICINA LEGALE ,420000,EUR,33950000-4,ATTREZZATURE E FORNITURE PER MEDICINA LEGALE,CPV,https://dati.anticorruzione.it/data/cpv/33950000-4
ocds-hu01ve-7900675,ocds-hu01ve-7900675-01,1831713,8461520B30,8461520B30,MANUTENZIONE STRAORDINARIA DELLA COPERTURA DELLA BARCHESSA DI VILLA KECHLER A S. MARTINO DI COCROIPO  2 LOTTO,60907.76,EUR,45261211-6,COPERTURA DI TETTI CON TEGOLE,CPV,https://dati.anticorruzione.it/data/cpv/45261211-6
ocds-hu01ve-7912625,ocds-hu01ve-7912625-01,1832583,8475110A03,8475110A03,FORNITURA DI GUANTI AD USO SANITARIO OCCORRENTI ALL'AZIENDA USL DI REGGIO EMILIA PER IL FABBISOGNO DELLE AZIENDE SANITARIE DI AREA VASTA EMILIA NORD IN ESTREMA URGENZA MEDIANTE PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DI UN BANDO DI GARA EX ART 63 COMMA 2 LETT C  CODICE APPALTI. EMERGENZA CORONAVIRUS COVID-19,1820000,EUR,33141420-0,GUANTI CHIRURGICI,CPV,https://dati.anticorruzione.it/data/cpv/33141420-0
ocds-hu01ve-7927495,ocds-hu01ve-7927495-01,1904162,8492956102,8492956102,REALIZZAZIONE DELLE OPERE DI URBANIZZAZIONE PRIMARIA IN LOCALITÀ MONTE SERRA,73000,EUR,45247130-0,LAVORI DI COSTRUZIONE DI ACQUEDOTTI,CPV,https://dati.anticorruzione.it/data/cpv/45247130-0
ocds-hu01ve-7904057,ocds-hu01ve-7904057-01,1895396,8465410553,8465410553,AFFIDAMENTO DEL SERVIZIO DI COLLAUDATORE IN CORSO D'OPERA PER LA CENTRALIZZAZIONE DEL POLIAMBULATORIO E PER L'INTEGRAZIONE TERRITORIALE CON LA CASA DELLA SALUTE (EDIFICIO 24) - PRESIDIO OSPEDALIERO  DI LIVORNO,90758.14,EUR,71315400-3,SERVIZI DI COLLAUDO E VERIFICA DI EDIFICI,CPV,https://dati.anticorruzione.it/data/cpv/71315400-3
ocds-hu01ve-7926856,ocds-hu01ve-7926856-01,2024307,84922076E8,84922076E8,SERVIZIO SAISA,72512.86,EUR,85311100-3,SERVIZI DI ASSISTENZA SOCIALE PER PERSONE ANZIANE,CPV,https://dati.anticorruzione.it/data/cpv/85311100-3
ocds-hu01ve-7912646,ocds-hu01ve-7912646-01,1922295,84751234BF,84751234BF,SISTEMAZIONE SMOTTAMENTI SU STRADA VECCHIA PINZOLO - MAVIGNOLA,95192.03,EUR,45233142-6,LAVORI DI RIPARAZIONE STRADALE,CPV,https://dati.anticorruzione.it/data/cpv/45233142-6
ocds-hu01ve-7902277,ocds-hu01ve-7902277-01,1838713,846339567E,846339567E,ADESIONE ACCORDO QUADRO CONSIP DM CRT-LOTTO2-DITTA MEDTRONIC ITALIA SPA,531500,EUR,33182100-0,DEFIBRILLATORE CARDIACO,CPV,https://dati.anticorruzione.it/data/cpv/33182100-0
ocds-hu01ve-7901015,ocds-hu01ve-7901015-01,2043914,8461888ADF,8461888ADF,LOTTO 26 - SISTEMA PER LA RILEVAZIONE DELLA PRESSIONE INTRACRANICA PARENCHIMALE E VENTRICOLARE COMPLETI DI INTRODUTTORE E FRESA PER TRAPANO,84640,EUR,33190000-8,DISPOSITIVI E PRODOTTI MEDICI VARI,CPV,https://dati.anticorruzione.it/data/cpv/33190000-8
ocds-hu01ve-7908616,ocds-hu01ve-7908616-01,1875891,847072141A,847072141A,LOTTO 1 -  SISTEMI PER TERMOABLAZIONE TISSUTALE A MICROONDE DEL RENE E PER ORGANI DIVERSI DAL RENE ,156194.5,EUR,33162000-3,APPARECCHI E STRUMENTI PER SALA OPERATORIA,CPV,https://dati.anticorruzione.it/data/cpv/33162000-3
ocds-hu01ve-7908616,ocds-hu01ve-7908616-01,1875906,8470725766,8470725766,LOTTO 2 -  SISTEMA PER TERMOABLAZIONE TISSUTALE A MICROONDE PER VIA LAPAROSCOPICA ,42598.5,EUR,33162000-3,APPARECCHI E STRUMENTI PER SALA OPERATORIA,CPV,https://dati.anticorruzione.it/data/cpv/33162000-3
ocds-hu01ve-7914431,ocds-hu01ve-7914431-01,1824001,8477131DCA,8477131DCA,"INTERVENTI URGENTI DI EDILIZIA SCOLASTICA, NONCHÉ PER L'ADATTAMENTO DEGLI AMBIENTI E DELLE AULE DIDATTICHE PER IL CONTENIMENTO DEL CONTAGIO RELATIVO AL COVID - 19' AI SENSI DELL'ART.112 BIS CO.4 DELLA LEGGE N.77 DEL 17 LUGLIO 2020 (G.U. N.180 DEL 18 LUGLIO 2020) - CONVERSIONE CON MODIFICAZIONI DEL D. L. 34 DEL 19 MAGGIO 2020. PROGETTO DEFINITIVO/ESECUTIVO DEGLI INTERVENTI URGENTI DI MESSA IN SICUREZZA DEI CORNICIONI INTERESSATI DA FENOMENI DI DEGRADO DELL'EDIFICIO SCOLASTICO I.C. MINNITI, PLESSO ZANFAGNA SITO IN VIA ZANFAGNA, 1 - MUNICIPALITÀ 10.",53546.83,EUR,45453100-8,LAVORI DI RIPARAZIONE,CPV,https://dati.anticorruzione.it/data/cpv/45453100-8
ocds-hu01ve-7918449,ocds-hu01ve-7918449-01,1824492,8482189BC9,8482189BC9,AFFIDAMENTO REDAZIONE RELAZIONE GEOLOGICA RELATIVA A ' INTERVENTI DI MITIGAZIONE DEL RISCHIO IDROGEOLOGICO A PROTEZIONE DEL CENTRO ABITATO  PROVVEDIMENTO MINISTERO DEGLI INTERNI DIPARTIMENTO PER GLI AFFARI INTERNI E TERRITORIALI DEL 15 SETTEMBRE 2020 GRADUATORIA (ALLEGATO N. 2 AL DECRETO INTERMINISTERIALE 31 AGOSTO 2020),19099.4,EUR,71330000-0,VARI SERVIZI DI INGEGNERIA,CPV,https://dati.anticorruzione.it/data/cpv/71330000-0
ocds-hu01ve-7895862,ocds-hu01ve-7895862-01,2045936,845565533F,845565533F,"INDIVIDUAZIONE E SELEZIONE DI UN ENTE ATTUATORE, PER L",2582650,EUR,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,CPV,https://dati.anticorruzione.it/data/cpv/85311000-2
ocds-hu01ve-7900217,ocds-hu01ve-7900217-01,1830366,8460885F2A,8460885F2A,"FORNITURA DEL PRINCIPIO ATTIVO TERIPARATIDE IN PENNE DA 2,4ML (20MCG/80MCL) - LOTTO 592",1827000,EUR,33642000-2,"PREPARATI ORMONALI SISTEMICI, ESCLUSI GLI ORMONI SESSUALI",CPV,https://dati.anticorruzione.it/data/cpv/33642000-2
ocds-hu01ve-7871088,ocds-hu01ve-7871088-01,1926990,8427345119,8427345119,LAVORI DI RIQUALIFICAZIONE DELL'AREA MERCATALE DEL LIDO DI POMPOSA (FE),158752.14,EUR,45233140-2,LAVORI STRADALI,CPV,https://dati.anticorruzione.it/data/cpv/45233140-2
ocds-hu01ve-7907266,ocds-hu01ve-7907266-01,1855980,84692538AA,84692538AA,LAVORI DI COLLETTAMENTO SCARICHI DEL VERSANTE SUD DEL TERRITORIO COMUNALE DI MONTEFANO AL DEPURATORE DI SAMBUCHETO ,979289.46,EUR,45232400-6,LAVORI DI COSTRUZIONE DI CONDOTTE FOGNARIE,CPV,https://dati.anticorruzione.it/data/cpv/45232400-6
ocds-hu01ve-7924361,ocds-hu01ve-7924361-01,1881487,8489347EC0,8489347EC0,RINNOVO SERVICE SISTEMA ANALISI LIQUIDO SEMINALE,44000,EUR,33696000-5,REAGENTI E MEZZI DI CONTRASTO,CPV,https://dati.anticorruzione.it/data/cpv/33696000-5
ocds-hu01ve-7902801,ocds-hu01ve-7902801-01,1830955,84640925AD,84640925AD,INSERIMENTO MINORI IN COMUNITA ,65000,EUR,85311300-5,SERVIZI DI ASSISTENZA SOCIALE PER BAMBINI E GIOVANI,CPV,https://dati.anticorruzione.it/data/cpv/85311300-5
ocds-hu01ve-7899440,ocds-hu01ve-7899440-01,1840834,8459762074,8459762074,LAVORI DI RISTRUTTURAZIONE DEL PLESSO SCOLASTICO 'G. MAZZINI' CON RELATIVO   ADEGUAMENTO  IMPIANTISTICO,999902.19,EUR,45454000-4,LAVORI DI RISTRUTTURAZIONE,CPV,https://dati.anticorruzione.it/data/cpv/45454000-4
ocds-hu01ve-7906720,ocds-hu01ve-7906720-01,1816650,8468603047,8468603047,PRINCIPIO ATTIVO ARSENIO TRIOSSIDO,174685.2,EUR,33690000-3,MEDICINALI VARI,CPV,https://dati.anticorruzione.it/data/cpv/33690000-3
ocds-hu01ve-7910724,ocds-hu01ve-7910724-01,1836316,84729714DC,84729714DC,ISOLATORE SCHERMATO A FLUSSO LAMINARE CON DISPENSATORE INTEGRATO PER SIRINGA,100000,EUR,33150000-6,"DISPOSITIVI PER RADIOTERAPIA, MECCANOTERAPIA, ELETTROTERAPIA E TERAPIA FISICA",CPV,https://dati.anticorruzione.it/data/cpv/33150000-6
ocds-hu01ve-7896435,ocds-hu01ve-7896435-01,1932554,84563397B2,84563397B2,LAVORI DI ADEGUAMENTO STRUTTURALE ED EFFICIENTAMENTO ENERGETICO DELLA COPERTURA DELLA SCUOLA PRIMARIA 'CARLO NOÈ',149800,EUR,45261210-9,LAVORI DI COPERTURA DI TETTI,CPV,https://dati.anticorruzione.it/data/cpv/45261210-9
ocds-hu01ve-7894919,ocds-hu01ve-7894919-01,1807642,8454679DD0,8454679DD0,SPECIFICA D'ORDINE N.12/2020 CONTRATTO N.83/2019 PER IL “SERVIZIO PER L’ESECUZIONE DI PRESTAZIONI PER IL CONTROLLO DELLE AVVERSITÀ O IL CONTENIMENTO DELLA VEGETAZIONE SULLE O LUNGO LE LINEE FERROVIARIE NELL’AMBITO DELLA GIURISDIZIONE DELLA DIREZIONE TERRITORIALE PRODUZIONE DI MILANO” ,1198000,EUR,77211400-6,SERVIZI DI TAGLIO ALBERI,CPV,https://dati.anticorruzione.it/data/cpv/77211400-6
ocds-hu01ve-7910321,ocds-hu01ve-7910321-01,1929940,8472532A94,8472532A94,ADESIONE CONVENZIONE LOTTO N. 2:SERVIZIO DI VIGILANZA ARMATA E ALTRI SERVIZI AGGIUNTIVI E TRASPORTO VALORI E CONTAZIONE DENARO,1749009,EUR,98341140-8,SERVIZI DI VIGILANZA DI EDIFICI,CPV,https://dati.anticorruzione.it/data/cpv/98341140-8
ocds-hu01ve-7875998,ocds-hu01ve-7875998-01,1925167,8432731DC0,8432731DC0,REDAZIONE DEL PROGETTO ESECUTIVO E DEL PIANO DELLA SICUREZZA E  DI COORDINAMENTO IN FASE DI PROGETTAZIONE DEI LAVORI DI RISTRUTTURAZIONE ED AMPLIAMENTO SEDE CENTRALE DELL'ITIS 'G. GALILEI' DI AREZZO RELATIVO AL COMPLETAMENTO DELL'ALA SU VIA PIERO DELLA FRANCESCA,287560,EUR,71221000-3,SERVIZI DI PROGETTAZIONE DI EDIFICI,CPV,https://dati.anticorruzione.it/data/cpv/71221000-3
ocds-hu01ve-7926392,ocds-hu01ve-7926392-01,1833038,849165710A,849165710A,ADESIONE ARCA 2019_001.18 LOTTO 761 NOVARTIS,87700.1,EUR,33690000-3,MEDICINALI VARI,CPV,https://dati.anticorruzione.it/data/cpv/33690000-3
ocds-hu01ve-7916026,ocds-hu01ve-7916026-01,1803196,8479315817,8479315817,ADESIONE ALLA CONVENZIONE ARIA_2020_200.6 - LOTTO N. 2 - VAXIGRIP PEDIATRICO,141208.5,EUR,33651600-4,VACCINI,CPV,https://dati.anticorruzione.it/data/cpv/33651600-4
ocds-hu01ve-7927356,ocds-hu01ve-7927356-01,1945395,84927452E2,84927452E2,ADESIONE PER AUSL BO TEST RAPIDI SARS COV-2 GARA VENETO LOTTO 3 (SENZA STRUMENTI DI LETTURA),124740,EUR,33696000-5,REAGENTI E MEZZI DI CONTRASTO,CPV,https://dati.anticorruzione.it/data/cpv/33696000-5
ocds-hu01ve-7904405,ocds-hu01ve-7904405-01,1881394,8465848EC3,8465848EC3,AFFIDAMENTO DEL SERVIZIO SOSTITUTIVO DI MENSA TRAMITE BUONI PASTO ELETTRONICI PER L'UNIONE RENO GALLIERA ED I COMUNI AD ESSA ADERENTI,112198.8,EUR,30199770-8,BUONI PASTO,CPV,https://dati.anticorruzione.it/data/cpv/30199770-8
ocds-hu01ve-7894869,ocds-hu01ve-7894869-01,1897566,8454581CF1,8454581CF1,"ADDUZIONI: RIPRISTINO OPERE VETUSTE E/O IN CATTIVO STATO (PROGETTO CONGIUNTO CON BAGHERIA), NEL COMUNE DI SANTA FLAVIA",2007885.15,EUR,45231300-8,LAVORI DI COSTRUZIONE DI CONDOTTE IDRICHE E FOGNARIE,CPV,https://dati.anticorruzione.it/data/cpv/45231300-8
ocds-hu01ve-7901704,ocds-hu01ve-7901704-01,1814300,846263969F,846263969F,'RIQUALIFICAZIONE VIALI URBANI 2020 - VIA TRIESTE - CON ADEGUAMENTO DEL MARCIAPIEDE ALLA NORMATIVA PER IL SUPERAMENTO DELLE BARRIERE ARCHITETTONICHE E RICOSTRUZIONE RETE DEL VERDE IN AMBITO URBANO' OPERE A VERDE,57832.2,EUR,77211400-6,SERVIZI DI TAGLIO ALBERI,CPV,https://dati.anticorruzione.it/data/cpv/77211400-6
ocds-hu01ve-7905406,ocds-hu01ve-7905406-01,1849456,846692578A,846692578A,"CIG ACQUISITO AI SOLI FINI DELLA TRACCIABILITÀ DEI FLUSSI FINANZIARI PERIODO LIQUIDAZIONE ANNO 2017 - 2018 PER FORNITURADI DISPOSITIVI E DIAGNOSTICI PER  CENTRO TRASFUSIONALE (SETTORE VIROLOGIA E CONTAGLOBULI), EMATOLOGIA (SETTORE CONTAGLOBULI) E PATOLOGIA CLINICA (CHIMICA CLINICA)  DELL' AOU DI SASSARI - ABBOTT NOTA DELL 'AUTORITÀ NAZIONALE ANTICORRUZIONE DEL 04.04.2018 N.0029100 GG-UPAG INVIATA ALL'AOU SASSARI",83302.49,EUR,33190000-8,DISPOSITIVI E PRODOTTI MEDICI VARI,CPV,https://dati.anticorruzione.it/data/cpv/33190000-8
ocds-hu01ve-7922853,ocds-hu01ve-7922853-01,1933639,8489342AA1,8489342AA1,ACQUISTO AUTOBUS USATI PER SERVIZIO SCUOLABUS,60000,EUR,34121000-1,AUTOBUS E PULLMAN,CPV,https://dati.anticorruzione.it/data/cpv/34121000-1
ocds-hu01ve-8076439,ocds-hu01ve-8076439-01,1893780,866276864C,866276864C,ACQUISTO FARMACI MESI 6 DA ESITI GARA C.R.A. 2020 - DITTA TAKEDA ITALIA - OBIZUR*500 U/ML IV 1 FL,64960,EUR,33690000-3,MEDICINALI VARI,CPV,https://dati.anticorruzione.it/data/cpv/33690000-3
ocds-hu01ve-7902456,ocds-hu01ve-7902456-01,1975876,84636676F4,84636676F4,"INTERVENTI DI CONSOLIDAMENTO E DIFESA DEL SUOLO, STRALCIO 1 LOCALITÀ PRATO E CENTRO URBANO (ZONA SAN GIOVANNI",370141.3,EUR,45222000-9,"LAVORI DI COSTRUZIONE DI OPERE D'ARTE, ESCLUSI PONTI, GALLERIE, POZZI E SOTTOPASSAGGI",CPV,https://dati.anticorruzione.it/data/cpv/45222000-9
ocds-hu01ve-7907807,ocds-hu01ve-7907807-01,1801339,84698250B4,84698250B4,"CA 34 - AQ 39 - LAVORI DI SISTEMAZIONE DEL NUOVO PIAZZALE DI FIUMEFREDDO, INTESO COME 'SCALO VIA CIVI', FINALIZZATO PER LE ATTIVITÀ PROPEDEUTICHE ALLA RICEZIONE DEI MATERIALI DI ARMAMENTO NECESSARI ALLA COSTRUZIONE FUORI OPERA DELLA COMUNICAZIONE STANDARD 2A/B INTERASSE A 4 M COSTITUITA DA DUE DEVIATOI S60U/1200/0.040DX ARMATI SU UNA SERIE COMPLETA DI TRAVERSONI IN C.A.V.P.",501000,EUR,45234100-7,LAVORI DI COSTRUZIONE FERROVIARI,CPV,https://dati.anticorruzione.it/data/cpv/45234100-7
ocds-hu01ve-7913901,ocds-hu01ve-7913901-01,1880310,8476550E55,8476550E55,SOMMINISTRAZIONE DI LAVORO A TEMPO DETERMINATO PRESSO AEROPORTO DI MALPENSA,52369.2,EUR,79620000-6,"SERVIZI DI FORNITURA DI PERSONALE, COMPRESO PERSONALE TEMPORANEO",CPV,https://dati.anticorruzione.it/data/cpv/79620000-6
ocds-hu01ve-7839526,ocds-hu01ve-7839526-01,1836569,83908268A8,83908268A8,LAVORI DI MANUTENZIONE STRAORDINARIA PER IL RIPRISTINO DI ALLOGGI DI RISULTA ,147051.74,EUR,45450000-6,ALTRI LAVORI DI COMPLETAMENTO DI EDIFICI,CPV,https://dati.anticorruzione.it/data/cpv/45450000-6
ocds-hu01ve-7869540,ocds-hu01ve-7869540-01,1807439,8425673D4E,8425673D4E,"C.A. N.19/2020 A.Q. 398/2018 PER L’ESECUZIONE IN APPALTO DEI LAVORI DI 'INTERVENTI DI MANUTENZIONE STRAORDINARIA PER L’ADEGUAMENTO DELLO SCALO MERCI DI PIADENA ALLA NORMATIVA RIGUARDANTE GLI SMT, SULLA LINEA CREMONA-MANTOVA, IN AMBITO DELL’U.T. MILANO LINEE SUD'",250000,EUR,45233222-1,LAVORI DI LASTRICATURA E ASFALTATURA,CPV,https://dati.anticorruzione.it/data/cpv/45233222-1
ocds-hu01ve-7921262,ocds-hu01ve-7921262-01,1922721,8485796C60,8485796C60,POLIZZA DI ASSICURAZIONE INFORTUNI CUMULATIVA,200000,EUR,66510000-8,SERVIZI ASSICURATIVI,CPV,https://dati.anticorruzione.it/data/cpv/66510000-8
ocds-hu01ve-7916021,ocds-hu01ve-7916021-01,1855774,8479313671,8479313671,SOSTITUZIONE PLAFONIERE INPS FOGGIA E SEDE REGIONALE BARI,66594.13,EUR,45311200-2,LAVORI DI CONNESSIONE ELETTRICI,CPV,https://dati.anticorruzione.it/data/cpv/45311200-2
ocds-hu01ve-7898872,ocds-hu01ve-7898872-01,1815885,8459141FF8,8459141FF8,LOTTO 1 - LAVORI DI INTONACATURA E RISANAMENTO,101180.51,EUR,45410000-4,LAVORI DI INTONACATURA,CPV,https://dati.anticorruzione.it/data/cpv/45410000-4
